id;Type;Toetsparameter;ParameterNaam;ParameterBeschrijving;Data aanwezig in Scheldemonitor;Parameter Name in Scheldemonitor;Parameter Ids in Scheldemonitor;url;Dataset name;Opmerkingen data beschikbaarheid;R script geschreven om data in te lezen;Opmerkingen script;Scheldemonitor;Datafiche_ls
1743;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Tetrachloorethyleen extrah.apol.stoffen in mg/kg drooggewicht in waterbodem;1077;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281077%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 609 #kolommen: 11 kolommen,             min ts: 1994-01-17T01:00:00 max ts: 2004-09-03T02:00:00, minval: 0.0, maxval 3190.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1744;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;2,3',4,4'-Tetrabroomdifenyl ether (BDE66) in ug/kg drooggewicht in sediment;64;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2864%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 85 #kolommen: 11 kolommen,             min ts: 2003-03-17T14:12:40 max ts: 2018-04-23T15:00:00, minval: 0.005, maxval 60.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1745;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Trans Heptachloorepoxide in ug/kg drooggewicht in sediment;579;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28579%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 33 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.05, maxval 1.0,             dataproviders: 12, VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1746;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Hexabroomcyclododecaan in ug/kg drooggewicht in sediment;585;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28585%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 21 #kolommen: 11 kolommen,             min ts: 2006-03-02T12:30:00 max ts: 2018-04-23T15:00:00, minval: 2.5, maxval 195.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1747;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;2,2',3,4,4',5',6'-Heptabroomdifenyl ether (BDE183) in ug/g drooggewicht in sediment;4721;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%284721%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 64 #kolommen: 11 kolommen,             min ts: 2005-09-06T12:30:00 max ts: 2018-04-23T15:00:00, minval: 5e-06, maxval 0.44,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1748;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Acenafteen in mg/kg drooggewicht in sediment;1;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2044 #kolommen: 11 kolommen,             min ts: 1994-01-17T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 695.29,             dataproviders: 4, VMM - Vlaamse Milieumaatschappij, 12, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1749;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;1,1-Dichloorethaan (Ethylideenchloride) in mg/kg drooggewicht in sediment;356;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28356%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 110 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2008-02-28T01:00:00, minval: 0.054000000000000006, maxval 0.13,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1750;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Broomchloormethaan (Halon 1011) in mg/kg drooggewicht in sediment;141;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28141%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.10300000000000001, maxval 0.51,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1751;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Trichlooretheen in mg/kg drooggewicht in sediment;1143;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281143%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 111 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2008-02-28T01:00:00, minval: 0.05, maxval 0.33,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1752;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;1,2,4-Trichloorbenzeen in mg/kg drooggewicht in sediment;1120;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281120%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 144 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.008, maxval 0.35,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1753;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;2-Chloortolueen in mg/kg drooggewicht in sediment;224;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28224%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.027999999999999997, maxval 0.22,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1754;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;N Heptaan in mg/kg drooggewicht in sediment;559;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28559%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 1999-08-24T02:00:00, minval: 0.5, maxval 0.5,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1755;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Lood in mg/kg drooggewicht in sediment;745;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28745%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2226 #kolommen: 11 kolommen,             min ts: 1989-01-02T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 847.0,             dataproviders: 4, VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1756;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;2,2',3,3',4,4',5,5',6,6'-Decabroomdifenyl ether (BDE209) in ug/kg drooggewicht in sediment;61;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2861%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 87 #kolommen: 11 kolommen,             min ts: 2003-03-17T14:12:40 max ts: 2018-04-23T15:00:00, minval: 0.005, maxval 5880.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1757;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Apolaire koolwaterstoffen, fractie C30-C40 in % in sediment;682;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28682%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 838 #kolommen: 11 kolommen,             min ts: 2007-01-19T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 80.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1758;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Butylbenzeen, normaal (	n-Butylbenzeen)in mg/kg drooggewicht in sediment;147;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28147%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.081, maxval 0.25,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1759;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;2,3-Dichloorpropeen in mg/kg drooggewicht in sediment;396;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28396%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.057999999999999996, maxval 0.21,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1760;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Zuurstof in % in sediment;2411;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282411%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 69 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2010-06-24T02:00:00, minval: 2.2, maxval 197.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1761;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Lengte in m in sediment;2420;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282420%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 44 #kolommen: 11 kolommen,             min ts: 2000-01-01T01:00:00 max ts: 2006-01-01T01:00:00, minval: 23, maxval 2002,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1762;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Stikstof in mg/kg drooggewicht in sediment;1023;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281023%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 41 #kolommen: 11 kolommen,             min ts: 2006-03-02T12:30:00 max ts: 2013-04-22T14:35:00, minval: 94.2, maxval 8370.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1763;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Tribroommethaan (broomform) in mg/kg drooggewicht in sediment;1109;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281109%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.042, maxval 0.86,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1764;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;2,2',4,4',5-Pentabroomdifenyl ether (BDE99) in ug/kg drooggewicht in sediment;67;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2867%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 136 #kolommen: 11 kolommen,             min ts: 2003-03-17T14:12:40 max ts: 2018-04-23T15:00:00, minval: 0.005, maxval 29.0,             dataproviders: RWS - Rijkswaterstaat, VMM - Vlaamse Milieumaatschappij, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1765;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Polychloorbifenyl (PCB) in ug/kg drooggewicht in sediment;963;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28963%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1271 #kolommen: 11 kolommen,             min ts: 1989-01-02T01:00:00 max ts: 2013-05-07T02:00:00, minval: 0.0, maxval 333.7,             dataproviders: 12, VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1766;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;1,2-Dibroomethaan (Ethyleendibromide) in mg/kg drooggewicht in sediment;319;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28319%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.071, maxval 0.87,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1767;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Dibroommethaan in mg/kg drooggewicht in sediment;322;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28322%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.147, maxval 0.83,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1768;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Alfa-Endosulfan in ug/kg drooggewicht in sediment;468;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28468%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2003 #kolommen: 11 kolommen,             min ts: 1989-01-02T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 5.6,             dataproviders: VMM - Vlaamse Milieumaatschappij, 4, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1769;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Korrelgrootte distributie <63um in % in sediment;697;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28697%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 22 #kolommen: 11 kolommen,             min ts: 2000-07-18T02:00:00 max ts: 2002-05-14T15:23:00, minval: 6.9, maxval 51.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1770;RP;Verontreinigende stoffen;Chemische waterkwaliteit;herrekende concentraties;ja;Dichloorvos in mg/kg drooggewicht in sediment;399;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28399%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 1999-08-24T02:00:00, minval: 0.02, maxval 0.02,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
